No.;Time;Source;Destination;Protocol;Length;Info;;;time 1;time 2;Delay;Delay 1;Delay 2;jitter 
9620;360.562036;157.240.218.60;192.168.1.7;TLSv1.2;271;Application Data;;;360.562036;360.562193;0.000157;0.00011;4.7E-05;-6.3E-05
9621;360.562193;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;360.562193;360.56224;4.7E-05;-0.278528;0.278575;0.557103
9622;360.56224;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=209 Ack=26391 Win=258 Len=0;;;360.56224;360.840815;0.278575;-0.458371;0.736946;1.195317
9623;360.840815;52.98.40.34;192.168.1.7;TCP;54;443  >  62655 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0;;;360.840815;361.577761;0.736946;0.697002;0.039944;-0.657058
9624;361.577761;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;361.577761;361.617705;0.039944;-0.800975;0.840919;1.641894
9625;361.617705;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=209 Ack=26569 Win=257 Len=0;;;361.617705;362.458624;0.840919;0.818001;0.022918;-0.795083
9626;362.458624;192.168.1.7;35.186.224.47;TLSv1.2;89;Application Data;;;362.458624;362.481542;0.022918;-0.046278;0.069196;0.115474
9627;362.481542;35.186.224.47;192.168.1.7;TCP;56;443  >  49748 [ACK] Seq=342 Ack=421 Win=266 Len=0;;;362.481542;362.550738;0.069196;0.021517;0.047679;0.026162
9628;362.550738;35.186.224.47;192.168.1.7;TLSv1.2;85;Application Data;;;362.550738;362.598417;0.047679;-0.856516;0.904195;1.760711
9629;362.598417;192.168.1.7;35.186.224.47;TCP;54;49748  >  443 [ACK] Seq=421 Ack=373 Win=256 Len=0;;;362.598417;363.502612;0.904195;0.877225;0.02697;-0.850255
9630;363.502612;192.168.1.7;20.197.71.89;TLSv1.2;98;Application Data;;;363.502612;363.529582;0.02697;-0.019388;0.046358;0.065746
9631;363.529582;20.197.71.89;192.168.1.7;TLSv1.2;229;Application Data;;;363.529582;363.57594;0.046358;-3.128022;3.17438;6.302402
9632;363.57594;192.168.1.7;20.197.71.89;TCP;54;49730  >  443 [ACK] Seq=397 Ack=1576 Win=258 Len=0;;;363.57594;366.75032;3.17438;3.150361;0.024019;-3.126342
9633;366.75032;192.168.1.7;20.205.248.73;TCP;54;62883  >  443 [FIN, ACK] Seq=14075 Ack=4161 Win=64768 Len=0;;;366.75032;366.774339;0.024019;0.023877;0.000142;-0.023735
9634;366.774339;20.205.248.73;192.168.1.7;TCP;54;443  >  62883 [FIN, ACK] Seq=4161 Ack=14076 Win=525568 Len=0;;;366.774339;366.774481;0.000142;3.6E-05;0.000106;7E-05
9635;366.774481;192.168.1.7;20.205.248.73;TCP;54;62883  >  443 [ACK] Seq=14076 Ack=4162 Win=64768 Len=0;;;366.774481;366.774587;0.000106;6.9E-05;3.7E-05;-3.2E-05
9636;366.774587;20.205.248.73;192.168.1.7;TCP;54;[TCP Keep-Alive] 443  >  62883 [ACK] Seq=4161 Ack=14076 Win=525568 Len=0;;;366.774587;366.774624;3.7E-05;-2.401417;2.401454;4.802871
9637;366.774624;192.168.1.7;20.205.248.73;TCP;54;[TCP ZeroWindow] 62883  >  443 [ACK] Seq=14076 Ack=4162 Win=0 Len=0;;;366.774624;369.176078;2.401454;2.360202;0.041252;-2.31895
9638;369.176078;157.240.218.60;192.168.1.7;TLSv1.2;151;Application Data;;;369.176078;369.21733;0.041252;-5.218346;5.259598;10.477944
9639;369.21733;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=209 Ack=26666 Win=257 Len=0;;;369.21733;374.476928;5.259598;5.211892;0.047706;-5.164186
9647;374.476928;157.240.218.60;192.168.1.7;TLSv1.2;287;Application Data;;;374.476928;374.524634;0.047706;-6.239458;6.287164;12.526622
9648;374.524634;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=209 Ack=26899 Win=256 Len=0;;;374.524634;380.811798;6.287164;6.286954;0.00021;-6.286744
9656;380.811798;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;380.811798;380.812008;0.00021;0.000158;5.2E-05;-0.000106
9657;380.812008;157.240.218.60;192.168.1.7;TLSv1.2;367;Application Data;;;380.812008;380.81206;5.2E-05;-0.913989;0.914041;1.82803
9658;380.81206;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=209 Ack=27390 Win=261 Len=0;;;380.81206;381.726101;0.914041;0.865671;0.04837;-0.817301
9659;381.726101;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;381.726101;381.774471;0.04837;-0.195434;0.243804;0.439238
9660;381.774471;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=209 Ack=27568 Win=260 Len=0;;;381.774471;382.018275;0.243804;0.201922;0.041882;-0.16004
9661;382.018275;157.240.218.60;192.168.1.7;TLSv1.2;165;Application Data;;;382.018275;382.060157;0.041882;-0.218889;0.260771;0.47966
9662;382.060157;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=209 Ack=27679 Win=259 Len=0;;;382.060157;382.320928;0.260771;0.236283;0.024488;-0.211795
9663;382.320928;192.168.1.7;35.186.224.39;TLSv1.2;97;Application Data;;;382.320928;382.345416;0.024488;-0.033589;0.058077;0.091666
9664;382.345416;35.186.224.39;192.168.1.7;TCP;56;443  >  49752 [ACK] Seq=481 Ack=560 Win=272 Len=0;;;382.345416;382.403493;0.058077;0.013674;0.044403;0.030729
9665;382.403493;35.186.224.39;192.168.1.7;TLSv1.2;94;Application Data;;;382.403493;382.447896;0.044403;-1.732812;1.777215;3.510027
9666;382.447896;192.168.1.7;35.186.224.39;TCP;54;49752  >  443 [ACK] Seq=560 Ack=521 Win=256 Len=0;;;382.447896;384.225111;1.777215;1.724801;0.052414;-1.672387
9667;384.225111;104.199.240.237;192.168.1.7;TCP;65;4070  >  49739 [PSH, ACK] Seq=67 Ack=34 Win=16 Len=11;;;384.225111;384.277525;0.052414;-2.485791;2.538205;5.023996
9668;384.277525;192.168.1.7;104.199.240.237;TCP;54;49739  >  4070 [ACK] Seq=34 Ack=78 Win=253 Len=0;;;384.277525;386.81573;2.538205;2.537981;0.000224;-2.537757
9669;386.81573;157.240.218.60;192.168.1.7;TLSv1.2;271;Application Data;;;386.81573;386.815954;0.000224;0.000167;5.7E-05;-0.00011
9670;386.815954;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;386.815954;386.816011;5.7E-05;-0.440455;0.440512;0.880967
9671;386.816011;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=209 Ack=28074 Win=258 Len=0;;;386.816011;387.256523;0.440512;0.385685;0.054827;-0.330858
9673;387.256523;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;387.256523;387.31135;0.054827;-0.199195;0.254022;0.453217
9674;387.31135;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=209 Ack=28252 Win=257 Len=0;;;387.31135;387.565372;0.254022;0.207925;0.046097;-0.161828
9675;387.565372;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;387.565372;387.611469;0.046097;-0.311493;0.35759;0.669083
9676;387.611469;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=209 Ack=28430 Win=256 Len=0;;;387.611469;387.969059;0.35759;0.357388;0.000202;-0.357186
9677;387.969059;52.188.144.172;192.168.1.7;TLSv1.2;85;Encrypted Alert;;;387.969059;387.969261;0.000202;0.000133;6.9E-05;-6.4E-05
9678;387.969261;52.188.144.172;192.168.1.7;TCP;54;443  >  62891 [FIN, ACK] Seq=9259 Ack=9646 Win=17408 Len=0;;;387.969261;387.96933;6.9E-05;-0.00016;0.000229;0.000389
9679;387.96933;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [ACK] Seq=9646 Ack=9260 Win=66048 Len=0;;;387.96933;387.969559;0.000229;-0.000234;0.000463;0.000697
9680;387.969559;192.168.1.7;52.188.144.172;TLSv1.2;85;Encrypted Alert;;;387.969559;387.970022;0.000463;-0.245579;0.246042;0.491621
9681;387.970022;192.168.1.7;52.188.144.172;TCP;54;62891  >  443 [FIN, ACK] Seq=9677 Ack=9260 Win=66048 Len=0;;;387.970022;388.216064;0.246042;0.245857;0.000185;-0.245672
9682;388.216064;52.188.144.172;192.168.1.7;TCP;54;443  >  62891 [ACK] Seq=9260 Ack=9677 Win=17408 Len=0;;;388.216064;388.216249;0.000185;-0.693567;0.693752;1.387319
9683;388.216249;52.188.144.172;192.168.1.7;TCP;54;443  >  62891 [ACK] Seq=9260 Ack=9678 Win=17408 Len=0;;;388.216249;388.910001;0.693752;0.67026;0.023492;-0.646768
9687;388.910001;192.168.1.7;13.107.43.12;TCP;66;62892  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;388.910001;388.933493;0.023492;0.023272;0.00022;-0.023052
9688;388.933493;13.107.43.12;192.168.1.7;TCP;66;443  >  62892 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1;;;388.933493;388.933713;0.00022;-0.001525;0.001745;0.00327
9689;388.933713;192.168.1.7;13.107.43.12;TCP;54;62892  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0;;;388.933713;388.935458;0.001745;-0.022226;0.023971;0.046197
9690;388.935458;192.168.1.7;13.107.43.12;TLSv1.2;338;Client Hello;;;388.935458;388.959429;0.023971;0.020863;0.003108;-0.017755
9691;388.959429;13.107.43.12;192.168.1.7;TCP;54;443  >  62892 [ACK] Seq=1 Ack=285 Win=525312 Len=0;;;388.959429;388.962537;0.003108;0.002984;0.000124;-0.00286
9692;388.962537;13.107.43.12;192.168.1.7;TCP;1506;443  >  62892 [ACK] Seq=1 Ack=285 Win=525312 Len=1452 [TCP segment of a reassembled PDU];;;388.962537;388.962661;0.000124;6.6E-05;5.8E-05;-8E-06
9693;388.962661;13.107.43.12;192.168.1.7;TCP;1506;443  >  62892 [ACK] Seq=1453 Ack=285 Win=525312 Len=1452 [TCP segment of a reassembled PDU];;;388.962661;388.962719;5.8E-05;-0.000244;0.000302;0.000546
9694;388.962719;192.168.1.7;13.107.43.12;TCP;54;62892  >  443 [ACK] Seq=285 Ack=2905 Win=66048 Len=0;;;388.962719;388.963021;0.000302;5.68434E-14;0.000302;0.000302
9695;388.963021;13.107.43.12;192.168.1.7;TCP;1506;443  >  62892 [ACK] Seq=2905 Ack=285 Win=525312 Len=1452 [TCP segment of a reassembled PDU];;;388.963021;388.963323;0.000302;0.000238;6.4E-05;-0.000174
9696;388.963323;13.107.43.12;192.168.1.7;TCP;1506;443  >  62892 [ACK] Seq=4357 Ack=285 Win=525312 Len=1452 [TCP segment of a reassembled PDU];;;388.963323;388.963387;6.4E-05;-0.00021;0.000274;0.000484
9697;388.963387;192.168.1.7;13.107.43.12;TCP;54;62892  >  443 [ACK] Seq=285 Ack=5809 Win=66048 Len=0;;;388.963387;388.963661;0.000274;-2.9E-05;0.000303;0.000332
9698;388.963661;13.107.43.12;192.168.1.7;TCP;1506;443  >  62892 [ACK] Seq=5809 Ack=285 Win=525312 Len=1452 [TCP segment of a reassembled PDU];;;388.963661;388.963964;0.000303;0.000228;7.5E-05;-0.000153
9699;388.963964;13.107.43.12;192.168.1.7;TCP;1506;443  >  62892 [ACK] Seq=7261 Ack=285 Win=525312 Len=1452 [TCP segment of a reassembled PDU];;;388.963964;388.964039;7.5E-05;5E-06;7E-05;6.5E-05
9700;388.964039;192.168.1.7;13.107.43.12;TCP;54;62892  >  443 [ACK] Seq=285 Ack=8713 Win=66048 Len=0;;;388.964039;388.964109;7E-05;-0.01182;0.01189;0.02371
9701;388.964109;13.107.43.12;192.168.1.7;TLSv1.2;205;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;388.964109;388.975999;0.01189;-0.014156;0.026046;0.040202
9702;388.975999;192.168.1.7;13.107.43.12;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;388.975999;389.002045;0.026046;0.025325;0.000721;-0.024604
9703;389.002045;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=8864 Ack=443 Win=525056 Len=0;;;389.002045;389.002766;0.000721;-0.004478;0.005199;0.009677
9704;389.002766;13.107.43.12;192.168.1.7;TLSv1.2;380;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;389.002766;389.007965;0.005199;0.005199;0;-0.005199
9705;389.007965;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=443 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.007965;389.007965;0;-0.001129;0.001129;0.002258
9706;389.007965;192.168.1.7;13.107.43.12;TLSv1.2;514;Application Data;;;389.007965;389.009094;0.001129;0.001129;0;-0.001129
9707;389.009094;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=2343 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.009094;389.009094;0;0;0;0
9708;389.009094;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=3783 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.009094;389.009094;0;0;0;0
9709;389.009094;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=5223 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.009094;389.009094;0;0;0;0
9710;389.009094;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=6663 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.009094;389.009094;0;0;0;0
9711;389.009094;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=8103 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.009094;389.009094;0;0;0;0
9712;389.009094;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=9543 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.009094;389.009094;0;0;0;0
9713;389.009094;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=10983 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.009094;389.009094;0;-0.024754;0.024754;0.049508
9714;389.009094;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=12423 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.009094;389.033848;0.024754;0.024641;0.000113;-0.024528
9715;389.033848;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=2343 Win=525568 Len=0;;;389.033848;389.033961;0.000113;0.000113;0;-0.000113
9716;389.033961;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=13863 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.033961;389.033961;0;0;0;0
9717;389.033961;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=15303 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.033961;389.033961;0;-0.003634;0.003634;0.007268
9718;389.033961;192.168.1.7;13.107.43.12;TLSv1.2;1494;Application Data [TCP segment of a reassembled PDU];;;389.033961;389.037595;0.003634;0.003529;0.000105;-0.003424
9719;389.037595;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=3783 Win=524032 Len=0;;;389.037595;389.0377;0.000105;0.000105;0;-0.000105
9720;389.0377;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=18183 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.0377;389.0377;0;-0.00012;0.00012;0.00024
9721;389.0377;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=19623 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.0377;389.03782;0.00012;8.4E-05;3.6E-05;-4.8E-05
9722;389.03782;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=5223 Win=525568 Len=0;;;389.03782;389.037856;3.6E-05;3.6E-05;0;-3.6E-05
9723;389.037856;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=21063 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.037856;389.037856;0;-7.4E-05;7.4E-05;0.000148
9724;389.037856;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=22503 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.037856;389.03793;7.4E-05;4.3E-05;3.1E-05;-1.2E-05
9725;389.03793;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=6663 Win=524032 Len=0;;;389.03793;389.037961;3.1E-05;3.1E-05;0;-3.1E-05
9726;389.037961;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=23943 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.037961;389.037961;0;-7E-05;7E-05;0.00014
9727;389.037961;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=25383 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.037961;389.038031;7E-05;4.1E-05;2.9E-05;-1.2E-05
9728;389.038031;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=8103 Win=525568 Len=0;;;389.038031;389.03806;2.9E-05;2.9E-05;0;-2.9E-05
9729;389.03806;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=26823 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.03806;389.03806;0;-9E-05;9E-05;0.00018
9730;389.03806;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=28263 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.03806;389.03815;9E-05;5.7E-05;3.3E-05;-2.4E-05
9731;389.03815;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=9543 Win=524032 Len=0;;;389.03815;389.038183;3.3E-05;3.3E-05;0;-3.3E-05
9732;389.038183;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=29703 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.038183;389.038183;0;-0.002068;0.002068;0.004136
9733;389.038183;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=31143 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.038183;389.040251;0.002068;0.002006;6.2E-05;-0.001944
9734;389.040251;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=10983 Win=525568 Len=0;;;389.040251;389.040313;6.2E-05;6.2E-05;0;-6.2E-05
9735;389.040313;192.168.1.7;13.107.43.12;TLSv1.2;1494;Application Data [TCP segment of a reassembled PDU];;;389.040313;389.040313;0;-8.2E-05;8.2E-05;0.000164
9736;389.040313;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=34023 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.040313;389.040395;8.2E-05;5.4E-05;2.8E-05;-2.6E-05
9737;389.040395;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=12423 Win=524032 Len=0;;;389.040395;389.040423;2.8E-05;2.8E-05;0;-2.8E-05
9738;389.040423;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=35463 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.040423;389.040423;0;-0.016471;0.016471;0.032942
9739;389.040423;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=36903 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.040423;389.056894;0.016471;0.016345;0.000126;-0.016219
9740;389.056894;13.107.43.12;192.168.1.7;TCP;66;[TCP Dup ACK 9737#1] 443  >  62892 [ACK] Seq=9190 Ack=12423 Win=524032 Len=0 SLE=13863 SRE=15303;;;389.056894;389.05702;0.000126;-0.001154;0.00128;0.002434
9741;389.05702;192.168.1.7;13.107.43.12;TCP;1494;[TCP Out-Of-Order] 62892  >  443 [ACK] Seq=12423 Ack=9190 Win=65536 Len=1440[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)];;;389.05702;389.0583;0.00128;0.00113;0.00015;-0.00098
9742;389.0583;13.107.43.12;192.168.1.7;TCP;66;[TCP Dup ACK 9737#2] 443  >  62892 [ACK] Seq=9190 Ack=12423 Win=524032 Len=0 SLE=13863 SRE=16743;;;389.0583;389.05845;0.00015;0.000114;3.6E-05;-7.8E-05
9743;389.05845;13.107.43.12;192.168.1.7;TCP;66;[TCP Dup ACK 9737#3] 443  >  62892 [ACK] Seq=9190 Ack=12423 Win=524032 Len=0 SLE=13863 SRE=18183;;;389.05845;389.058486;3.6E-05;-0.003252;0.003288;0.00654
9744;389.058486;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=38343 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.058486;389.061774;0.003288;0.00325;3.8E-05;-0.003212
9745;389.061774;13.107.43.12;192.168.1.7;TCP;74;[TCP Dup ACK 9737#4] 443  >  62892 [ACK] Seq=9190 Ack=12423 Win=524032 Len=0 SLE=19623 SRE=21063 SLE=13863 SRE=18183;;;389.061774;389.061812;3.8E-05;-0.000659;0.000697;0.001356
9746;389.061812;192.168.1.7;13.107.43.12;TCP;1346;[TCP Out-Of-Order] 62892  >  443 [ACK] Seq=18183 Ack=9190 Win=65536 Len=1292[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)];;;389.061812;389.062509;0.000697;0.000663;3.4E-05;-0.000629
9747;389.062509;13.107.43.12;192.168.1.7;TCP;74;[TCP Dup ACK 9737#5] 443  >  62892 [ACK] Seq=9190 Ack=12423 Win=524032 Len=0 SLE=19623 SRE=22503 SLE=13863 SRE=18183;;;389.062509;389.062543;3.4E-05;-0.001552;0.001586;0.003138
9748;389.062543;192.168.1.7;13.107.43.12;TCP;202;[TCP Out-Of-Order] 62892  >  443 [ACK] Seq=19475 Ack=9190 Win=65536 Len=148[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)];;;389.062543;389.064129;0.001586;-0.00237;0.003956;0.006326
9749;389.064129;13.107.43.12;192.168.1.7;TCP;74;[TCP Dup ACK 9737#6] 443  >  62892 [ACK] Seq=9190 Ack=12423 Win=524032 Len=0 SLE=19623 SRE=23943 SLE=13863 SRE=18183;;;389.064129;389.068085;0.003956;0.003723;0.000233;-0.00349
9750;389.068085;13.107.43.12;192.168.1.7;TCP;74;[TCP Dup ACK 9737#7] 443  >  62892 [ACK] Seq=9190 Ack=12423 Win=524032 Len=0 SLE=19623 SRE=25383 SLE=13863 SRE=18183;;;389.068085;389.068318;0.000233;5.3E-05;0.00018;0.000127
9751;389.068318;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=39783 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.068318;389.068498;0.00018;0.000125;5.5E-05;-7E-05
9752;389.068498;13.107.43.12;192.168.1.7;TCP;74;[TCP Dup ACK 9737#8] 443  >  62892 [ACK] Seq=9190 Ack=12423 Win=524032 Len=0 SLE=19623 SRE=26823 SLE=13863 SRE=18183;;;389.068498;389.068553;5.5E-05;-8.1E-05;0.000136;0.000217
9753;389.068553;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=41223 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.068553;389.068689;0.000136;9.8E-05;3.8E-05;-6E-05
9754;389.068689;13.107.43.12;192.168.1.7;TCP;74;[TCP Dup ACK 9737#9] 443  >  62892 [ACK] Seq=9190 Ack=12423 Win=524032 Len=0 SLE=19623 SRE=28263 SLE=13863 SRE=18183;;;389.068689;389.068727;3.8E-05;-2.7E-05;6.5E-05;9.2E-05
9755;389.068727;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=42663 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.068727;389.068792;6.5E-05;3.4E-05;3.1E-05;-3E-06
9756;389.068792;13.107.43.12;192.168.1.7;TCP;74;[TCP Dup ACK 9737#10] 443  >  62892 [ACK] Seq=9190 Ack=12423 Win=524032 Len=0 SLE=19623 SRE=29703 SLE=13863 SRE=18183;;;389.068792;389.068823;3.1E-05;-0.004582;0.004613;0.009195
9757;389.068823;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=44103 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.068823;389.073436;0.004613;0.00447;0.000143;-0.004327
9758;389.073436;13.107.43.12;192.168.1.7;TCP;74;[TCP Dup ACK 9737#11] 443  >  62892 [ACK] Seq=9190 Ack=12423 Win=524032 Len=0 SLE=19623 SRE=31143 SLE=13863 SRE=18183;;;389.073436;389.073579;0.000143;-0.000136;0.000279;0.000415
9759;389.073579;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=45543 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.073579;389.073858;0.000279;0.000248;3.1E-05;-0.000217
9760;389.073858;13.107.43.12;192.168.1.7;TCP;74;[TCP Dup ACK 9737#12] 443  >  62892 [ACK] Seq=9190 Ack=12423 Win=524032 Len=0 SLE=19623 SRE=32583 SLE=13863 SRE=18183;;;389.073858;389.073889;3.1E-05;-2.2E-05;5.3E-05;7.5E-05
